Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Ldh family oxidoreductase [Pseudomonas syringae group],Pseudomonas syringae group,612,612,100%,0.0,90.96,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187809759.1?report=genbank&log$=prottop&blast_rank=95&RID=M3CA9EDC016"",""WP_187809759.1"")"
Ldh family oxidoreductase [Pseudomonas syringae],Pseudomonas syringae,612,612,99%,0.0,89.18,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084917058.1?report=genbank&log$=prottop&blast_rank=96&RID=M3CA9EDC016"",""WP_084917058.1"")"
Ldh family oxidoreductase [Pseudomonas syringae],Pseudomonas syringae,612,612,100%,0.0,90.96,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDU8572827.1?report=genbank&log$=prottop&blast_rank=97&RID=M3CA9EDC016"",""MDU8572827.1"")"
Ldh family oxidoreductase [Pseudomonas syringae],Pseudomonas syringae,612,612,99%,0.0,88.86,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236425328.1?report=genbank&log$=prottop&blast_rank=98&RID=M3CA9EDC016"",""WP_236425328.1"")"
Ldh family oxidoreductase [Pseudomonas syringae group genomosp. 7],Pseudomonas syringae group genomosp. 7,612,612,100%,0.0,87.76,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055006735.1?report=genbank&log$=prottop&blast_rank=99&RID=M3CA9EDC016"",""WP_055006735.1"")"
Ldh family oxidoreductase [Pseudomonas syringae],Pseudomonas syringae,612,612,99%,0.0,88.86,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058823754.1?report=genbank&log$=prottop&blast_rank=100&RID=M3CA9EDC016"",""WP_058823754.1"")"



		


